ID,Year of Birth,Education Level,Marital Status,Annual Salary,Children at Home,Teenagers at Home,Registration Date,Days Since Last Purchase,Spending on Electronics,Spending on Toys,Spending on Furniture,Spending on Utilities,Spending on Food,Spending on Clothing,Number of Discount Purchases,Number of Web Purchases,Number of Catalog Purchases,Number of Store Purchases,Number of Website Visits per Month,Purchase in Campaign 1,Purchase in Campaign 2,Purchase in Campaign 3,Purchase in Campaign 4,Purchase in Campaign 5,Purchased,Country
4548,1981,,Single,41967.0,1,1,11/04/2023,66,23,4,10,0,2,15,1,1,0,3,4,0,0,0,0,0,0,Chile
4599,1976,Master's,Single,49681.0,0,2,11/04/2020,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,Chile
879,1976,Master's,Single,49681.0,0,2,11/04/2020,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,Spain
7409,1970,,Married,53187.0,1,0,10/03/2023,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,United States
1964,1951,,Married,86610.0,0,0,09/05/2020,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,United States
0,1985,,Single,70951.0,0,0,05/04/2020,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,Spain
4860,1970,,Single,24206.0,1,0,03/08/2020,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,United States
425,1985,,Single,55357.0,2,0,02/01/2023,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,Argentina
9500,1959,,Single,58113.0,0,1,1/04/2023,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,0,United States
3074,1984,Doctorate,Single,70643.0,0,0,10/03/2022,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,1,United States
5140,1985,Doctorate,Single,64355.0,1,0,8/04/2022,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,United States
2611,1959,Master's,Married,82576.0,0,0,08/01/2019,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,Spain
916,1972,Doctorate,Single,41644.0,1,1,05/09/2018,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,United States
10413,1984,,Single,72570.0,0,0,4/04/2021,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,United States
3696,1965,,Divorced,30630.0,1,1,1/03/2021,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,United States
304,1981,Master's,Single,22944.0,1,0,12/04/2023,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,United States
5113,1971,Doctorate,Divorced,86979.0,0,0,11/07/2020,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,1,United States
2863,1970,,Single,,1,2,8/04/2023,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,United States
4597,1970,Doctorate,Married,82072.0,0,0,07/02/2020,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,Spain
675,1973,Master's,Divorced,52034.0,1,1,5/02/2023,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,United States
4483,1993,,Single,72354.0,0,0,4/02/2023,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,Spain
1502,1983,,Married,28427.0,1,0,03/01/2023,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,United States
736,1983,,Married,28427.0,1,0,03/01/2023,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,Argentina
4487,1969,Master's,Single,39858.0,1,0,01/01/2023,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,1,Spain
3412,1951,Master's,Single,67381.0,0,1,1/03/2023,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,United States
1744,1965,,Single,23529.0,0,1,01/07/2020,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,United States
5837,1967,,Single,51479.0,1,1,12/03/2022,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,United States
3422,1975,,Single,76068.0,0,1,11/09/2022,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,Germany
7462,1954,,Single,22507.0,0,0,11/04/2022,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,Chile
10702,1984,,Single,52413.0,1,0,11/03/2019,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,United States
2115,1957,,Married,50116.0,1,1,06/04/2022,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,Germany
4138,1962,,Single,76624.0,0,1,5/04/2021,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,United States
11091,1953,,Married,34587.0,1,1,5/03/2021,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,Germany
7712,1946,Doctorate,Single,62159.0,0,0,4/03/2021,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,
3535,1965,,Single,66294.0,0,0,3/02/2021,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,United States
5899,1950,Doctorate,Married,5648.0,1,1,3/07/2021,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0,
8749,1984,,Married,37235.0,1,0,02/01/2018,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,United States
10955,1964,,Divorced,85620.0,0,0,01/07/2018,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,1,United States
9491,1984,,Married,23976.0,1,0,12/03/2023,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,Spain
5286,1987,Master's,Single,41020.0,0,0,10/01/2023,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,Chile
3409,1984,,Single,36108.0,1,0,10/03/2023,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,Spain
2544,1951,Master's,Divorced,57530.0,0,1,10/04/2020,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,Argentina
2118,1964,,Single,62905.0,0,1,09/10/2020,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,United States
9370,1945,Doctorate,Single,65846.0,0,0,5/02/2023,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,Chile
4864,1977,,Single,34380.0,1,0,05/02/2020,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,Chile
405,1964,,Divorced,41638.0,0,1,2/07/2023,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,United States
10513,1992,,Married,63207.0,0,0,01/05/2022,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,United States
5138,1950,,Married,28320.0,0,1,1/02/2023,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,United States
8387,1957,,Single,43140.0,0,1,01/05/2020,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,United States
378,1971,,Single,52531.0,0,0,12/02/2022,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,United States
5846,1977,,Divorced,40246.0,1,0,12/04/2022,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,Germany
8870,1984,,Married,35196.0,1,0,11/07/2022,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,1,United States
10340,1984,,Married,35196.0,1,0,11/07/2022,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,United States
7290,1985,,Single,70596.0,0,0,10/05/2019,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,United States
8895,1985,,Single,70596.0,0,0,10/05/2019,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,United States
3635,1962,Doctorate,Single,52597.0,0,1,05/07/2018,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,Spain
11178,1972,Master's,Single,42394.0,1,0,3/04/2021,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,Germany
2410,1969,,Single,81657.0,0,0,1/04/2021,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,United States
3281,1960,Doctorate,Single,49154.0,1,1,11/03/2020,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,United States
9905,1952,,Married,34074.0,1,1,7/07/2023,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,United States
2437,1989,,Single,,0,0,06/03/2020,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,United States
2565,1955,Master's,Divorced,70638.0,0,0,06/01/2020,69,1016,12,215,16,12,63,1,4,5,10,3,0,1,0,0,0,0,Spain
7912,1978,,Single,38136.0,1,0,4/04/2023,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,
7072,1973,,Single,67432.0,0,1,3/07/2023,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,Brazil
1409,1951,,Married,40689.0,0,1,03/05/2022,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,
5314,1951,,Married,40689.0,0,1,03/05/2022,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,United States
7215,1983,,Single,101970.0,0,0,03/09/2019,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,1,Chile
8858,1972,Doctorate,Single,44325.0,0,1,03/07/2020,69,516,0,21,0,0,5,4,8,2,7,8,0,1,0,0,0,0,Chile
895,1948,Doctorate,Single,61467.0,0,2,12/09/2019,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,United States
10313,1975,,Single,48178.0,1,1,10/03/2022,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,United States
642,1980,,Single,16005.0,1,0,8/02/2022,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,Chile
8504,1973,,Single,79593.0,0,0,05/09/2019,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,Germany
1020,1973,,Single,79593.0,0,0,05/12/2018,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,United States
3717,1959,,Single,61180.0,0,1,4/04/2021,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,United States
7646,1989,,Single,64449.0,1,0,2/04/2021,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,United States
5796,1963,,Single,77437.0,0,0,11/03/2023,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,United States
8625,1976,,Single,17649.0,1,0,11/04/2020,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,
5407,1954,,Married,53103.0,0,1,09/11/2020,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,Spain
4356,1971,,Married,71819.0,0,1,08/01/2023,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,United States
2886,1971,Master's,Divorced,74290.0,0,1,08/12/2020,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,United States
10057,1951,,Single,72282.0,0,0,07/01/2023,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,1,United States
10741,1951,Master's,Married,47352.0,0,1,04/11/2020,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,United States
5491,1951,Master's,Married,47352.0,0,1,04/11/2020,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,Brazil
4442,1961,,Single,46524.0,0,1,04/05/2020,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,Chile
3972,1976,,Married,50200.0,1,1,04/03/2020,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,United States
2431,1990,,Single,18222.0,0,0,12/08/2022,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,United States
7899,1952,Doctorate,Single,77610.0,0,1,10/09/2022,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,Brazil
9703,1970,Doctorate,Single,38097.0,1,1,10/03/2022,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,1,Spain
6927,1968,Doctorate,Single,44377.0,1,1,10/05/2019,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,Spain
7005,1981,,Single,58684.0,0,0,6/03/2021,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,Spain
246,1965,,Single,66480.0,1,1,5/08/2021,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,United States
4796,1952,,Divorced,49638.0,0,1,4/04/2021,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,United States
4725,1950,Doctorate,Married,50616.0,0,1,4/07/2021,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,United States
3286,1967,Doctorate,Divorced,26642.0,1,0,03/01/2018,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,United States
10680,1986,,Married,33235.0,1,0,02/05/2018,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,United States
4297,1969,,Married,23228.0,1,0,1/03/2021,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,Argentina
7327,1959,Doctorate,Single,36732.0,1,1,12/07/2023,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,United States
1553,1946,,Married,82657.0,0,0,9/03/2023,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,Germany
1665,1964,Doctorate,Divorced,64140.0,0,2,9/04/2023,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,1,Spain
10640,1974,,Married,44392.0,1,1,09/05/2020,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,United States
7620,1990,,Single,16185.0,1,0,08/05/2020,71,5,11,16,21,8,45,2,2,2,2,8,0,0,0,0,0,0,Argentina
7761,1978,,Married,38702.0,1,0,08/01/2020,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,Brazil
5062,1963,Doctorate,Single,54072.0,1,1,7/03/2023,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0,0,0,0,Spain
6349,1987,Master's,Divorced,61787.0,0,0,07/06/2020,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,United States
3386,1992,,Single,34935.0,0,0,06/01/2023,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,United States
8175,1992,,Single,34935.0,0,0,06/01/2023,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,Spain
6245,1950,Doctorate,Married,59292.0,0,1,6/07/2023,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,United States
8780,1950,Doctorate,Married,59292.0,0,1,6/07/2023,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,United States
2276,1955,,Single,57959.0,0,1,05/02/2020,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,United States
1172,1983,Doctorate,Single,92491.0,0,0,05/01/2020,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,1,United States
3225,1984,Master's,Single,42207.0,1,0,04/01/2020,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,1,United States
8629,1956,,Divorced,46984.0,1,1,3/03/2023,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,Chile
798,1987,,Single,23442.0,1,0,12/04/2022,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,United States
269,1963,Doctorate,Single,46757.0,0,1,11/03/2022,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,United States
8213,1980,,Married,14515.0,1,0,11/09/2019,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,1,United States
10245,1986,,Single,80910.0,0,0,10/08/2022,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,United States
2447,1979,,Married,30545.0,1,0,10/02/2022,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,Argentina
9817,1970,Master's,Single,44802.0,0,0,8/04/2022,71,853,10,143,13,10,20,2,9,4,12,8,0,0,0,0,0,0,Argentina
1371,1976,,Single,79941.0,0,0,6/03/2021,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,Brazil
8093,1969,Master's,Single,79734.0,0,0,6/03/2021,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,United States
713,1977,Master's,Single,50353.0,0,0,06/08/2018,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,United States
11051,1956,Doctorate,Married,77376.0,1,1,05/10/2018,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,Chile
5545,1972,Doctorate,Single,78075.0,0,0,04/05/2018,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,United States
5283,1976,Doctorate,Single,42473.0,1,1,2/02/2021,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,United States
5010,1988,,Single,25008.0,1,0,02/02/2018,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,United States
7495,1948,Doctorate,Single,56223.0,0,1,12/05/2022,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,United States
4368,1980,,Single,47850.0,1,0,12/03/2020,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,United States
6303,1986,Doctorate,Married,91820.0,0,0,11/04/2023,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,Chile
1030,1965,Doctorate,Single,40637.0,1,1,7/02/2023,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,Spain
10364,1959,,Divorced,23295.0,0,0,7/07/2023,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,United States
6945,1952,,Single,84574.0,0,0,06/04/2020,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,United States
8562,1969,,Married,54165.0,0,0,05/01/2023,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,United States
2918,1981,,Divorced,28510.0,1,1,4/07/2023,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,United States
9167,1956,,Single,67131.0,0,1,3/03/2023,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,United States
4743,1969,Doctorate,Single,56242.0,0,1,03/03/2020,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,
10742,1983,Doctorate,Single,86580.0,0,0,2/03/2023,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,United States
10965,1955,,Married,76005.0,0,0,2/04/2023,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,United States
7129,1962,Doctorate,Single,54693.0,0,1,2/02/2023,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,United States
3732,1955,Master's,Single,52750.0,0,1,02/04/2020,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,Chile
7124,1968,,Divorced,36997.0,1,1,02/01/2020,72,43,4,12,8,0,27,5,2,1,4,5,0,0,0,0,0,0,Chile
10686,1965,Doctorate,Married,34230.0,1,1,12/03/2022,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,United States
7247,1960,,Divorced,47916.0,0,1,11/04/2022,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,Germany
1513,1979,,Married,60839.0,1,1,08/03/2022,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,United States
460,1972,Doctorate,Single,79930.0,0,0,08/08/2019,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,Spain
6653,1970,Doctorate,Single,55158.0,1,1,7/02/2022,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,1,United States
9400,1958,,Single,85485.0,0,0,6/04/2021,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,United States
7106,1943,Doctorate,Single,75865.0,0,0,3/08/2021,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,United States
4252,1965,,Single,44375.0,0,1,3/04/2021,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,United States
9240,1971,Doctorate,Single,60504.0,0,1,02/07/2018,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,United States
10770,1959,,Single,65492.0,0,0,1/03/2021,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0,0,0,0,Chile
176,1980,,Single,67506.0,0,1,01/02/2018,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,United States
6870,1959,Doctorate,Divorced,68805.0,0,1,9/02/2023,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,United States
143,1970,,Single,61209.0,0,0,8/04/2023,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,
6445,1967,,Married,66825.0,0,0,7/02/2023,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,Spain
4278,1983,Doctorate,Single,87188.0,0,0,06/03/2020,73,910,111,724,49,74,55,1,10,2,6,3,0,0,0,0,0,1,Argentina
6906,1953,Master's,Divorced,84953.0,0,0,06/03/2020,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,1,United States
4637,1954,Doctorate,Single,74637.0,0,0,05/05/2022,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,Spain
8690,1962,,Single,86111.0,0,0,04/01/2023,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,Chile
1173,1947,Master's,Married,77632.0,0,0,03/10/2020,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,1,United States
1928,1973,,Single,31814.0,1,0,02/09/2020,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,Spain
9029,1972,Doctorate,Single,70116.0,0,0,1/03/2023,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,United States
10299,1969,Doctorate,Single,48240.0,0,0,11/09/2019,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,1,United States
9246,1985,Master's,Married,40101.0,1,0,10/02/2022,73,171,3,129,26,24,62,4,6,1,6,7,0,0,0,0,0,0,Argentina
4943,1953,,Single,70503.0,0,0,9/02/2022,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,United States
4122,1975,,Single,79205.0,0,0,08/09/2022,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,1,United States
2853,1980,,Single,51766.0,1,0,03/11/2018,74,60,51,87,6,20,51,2,4,2,4,5,0,0,0,0,0,0,Chile
902,1980,,Married,62994.0,1,0,03/04/2018,74,224,12,48,4,12,12,1,6,2,4,6,0,0,0,0,0,0,Chile
1672,1974,Doctorate,Married,65640.0,0,1,03/01/2018,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,Spain
7254,1969,,Married,38361.0,1,0,12/03/2023,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,Spain
8775,1969,,Married,38361.0,1,0,12/03/2023,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,Brazil
9543,1985,,Single,19986.0,1,0,11/02/2023,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,United States
7093,1985,,Single,19986.0,1,0,11/02/2023,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,United States
2894,1985,,Single,72903.0,0,0,10/07/2023,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,1,United States
5956,1948,Doctorate,Divorced,45072.0,1,2,10/01/2023,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,Brazil
1921,1967,Doctorate,Single,59062.0,2,1,10/03/2020,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,United States
5057,1961,Master's,Single,61794.0,0,1,9/02/2023,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,United States
10260,1965,Master's,Married,45143.0,0,1,8/03/2023,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,United States
2262,1965,Master's,Married,45143.0,0,1,8/03/2023,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,Spain
7930,1969,Master's,Single,26877.0,0,0,08/01/2023,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,United States
1461,1965,Doctorate,Divorced,36921.0,1,1,07/01/2023,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,Chile
7514,1956,,Married,54342.0,1,1,07/03/2020,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,Brazil
6461,1969,Master's,Single,62772.0,0,1,05/01/2023,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,United States
257,1959,Doctorate,Single,75032.0,0,1,04/01/2023,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,United States
9460,1963,,Single,22419.0,0,0,04/05/2022,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,United States
3855,1963,,Single,22419.0,0,0,04/05/2022,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,Chile
367,1978,,Single,36550.0,1,0,02/01/2023,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,Chile
9265,1953,,Single,75027.0,0,1,01/09/2020,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,Spain
1990,1974,Doctorate,Single,63159.0,0,0,11/05/2019,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,United States
3594,1973,Master's,Single,54108.0,1,1,11/05/2019,74,539,6,91,8,6,97,13,8,2,9,8,0,0,0,0,0,0,Chile
9292,1952,,Single,81795.0,0,0,10/03/2022,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,United States
6218,1965,,Single,59594.0,0,1,10/04/2022,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,United States
6528,1982,Master's,Married,18492.0,1,0,06/05/2018,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,United States
10164,1958,,Single,94472.0,0,1,04/03/2018,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,1,0,0,0,United States
9937,1979,,Single,70337.0,0,0,01/02/2018,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,
274,1973,,Single,34853.0,1,1,12/04/2023,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,Germany
5250,1943,Master's,Divorced,,0,0,10/02/2023,75,532,126,490,164,126,126,1,5,5,11,1,0,0,1,0,0,1,Brazil
11010,1984,Doctorate,Single,16269.0,1,0,8/02/2023,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,United States
6969,1982,,Married,50272.0,1,0,08/07/2020,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,Brazil
10735,1971,,Single,22804.0,1,0,7/08/2023,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,Spain
5068,1971,,Single,22804.0,1,0,7/08/2023,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,United States
9974,1974,,Single,30631.0,1,0,07/11/2020,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,Spain
7053,1966,Doctorate,Single,78420.0,0,0,6/07/2023,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,Spain
3179,1980,,Single,81741.0,0,0,06/01/2023,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,United States
8082,1971,,Single,25721.0,1,0,05/01/2023,75,1,3,6,3,6,15,1,1,1,2,7,0,0,0,0,0,1,Brazil
